"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CQQ6DRKT","conferencePaper","2024","Fan, W.-Y.","Advancing Augmented Reality at World Heritage Sites through an Affordance Lens: A Case Study of the Archaeological Ruins of Liangzhu City","","","","10.1109/ICVR62393.2024.10868586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218422784&doi=10.1109%2fICVR62393.2024.10868586&partnerID=40&md5=19a56a09791baad153e579c4cd057d7f","","2024","2025-07-05 00:08:36","2025-07-05 01:35:01","","284-289","","","","","","","","","","","","","","","","Scopus","","","","","","","","SEM TEXTO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 10th International Conference on Virtual Reality, ICVR 2024","","","","","","","","","","","","","","",""
"JKP9NH8M","journalArticle","2024","Guan, J.","Application of Graph Neural Network in Matching Intangible Cultural Heritage Models with Virtual Reality Scenes","Computer-Aided Design and Applications","","","10.14733/cadaps.2024.S28.28-40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199404988&doi=10.14733%2fcadaps.2024.S28.28-40&partnerID=40&md5=a2498731864a154a0bf00af72bc3301f","","2024","2025-07-05 00:08:36","2025-07-17 18:27:06","","28-40","","S28","21","","","","","","","","","","","","","Scopus","","","","","","C:\Users\jaber\Zotero\storage\KLQ2FIBJ\Guan - 2024 - Application of Graph Neural Network in Matching Intangible Cultural Heritage Models with Virtual Rea.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWED2V66","bookSection","2024","Jingru, Z.; Yahaya, W.A.J.W.; Sanmugam, M.","Exploring the potential of augmented reality in applying and experiencing intangible cultural heritage: A systematic review","Integrating Cutting-Edge Technology Into the Classroom","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192452992&doi=10.4018%2f979-8-3693-3124-8.ch007&partnerID=40&md5=e1e9b9902134e46a7c302f746d22ef93","","2024","2025-07-05 00:08:37","2025-07-07 22:25:25","","117-133","","","","","","","","","","","","","","","","Scopus","","","","DOI: 10.4018/979-8-3693-3124-8.ch007","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLILRQ5M","bookSection","2024","Wongso, J.; Amelia, R.","Exploring Local Heritage, Virtual Reality, and English Speaking Needs to Develop World Heritage Tourism: The Case of Ombilin Coal Mining Heritage of Sawahlunto (OCMHS), Indonesia","Studies in Systems, Decision and Control","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195971143&doi=10.1007%2f978-3-031-54379-1_64&partnerID=40&md5=6a6cbdd8aa615d09eea2253d507978e9","","2024","2025-07-05 00:08:37","2025-07-06 19:55:54","","747-759","","","524","","","","","","","","","","","","","Scopus","","","","DOI: 10.1007/978-3-031-54379-1_64","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2PECZ5B","conferencePaper","2024","Spallone, R.; Lamberti, F.; Vigo, L.; Ronco, F.; Calandra, D.; Ferraro, M.","3D modelling and virtual reality for museum heritage presentation: Contextualisation of sculpture from the tang era","","","","10.5194/isprs-Archives-XLVIII-2-W4-2024-413-2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186962364&doi=10.5194%2fisprs-Archives-XLVIII-2-W4-2024-413-2024&partnerID=40&md5=fbc50cc7d219bbcfdc15f298f980393f","","2024","2025-07-05 00:08:37","2025-07-17 18:26:30","","413-420","","","48","","","","","","","","","","","","","Scopus","","","","Issue: 2","","C:\Users\jaber\Zotero\storage\WRB8S7RK\Spallone et al. - 2024 - 3D modelling and virtual reality for museum heritage presentation Contextualisation of sculpture fr.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","","","","","","","","","","","","","","",""
"WB9HSFFY","conferencePaper","2024","Cao, B.","Reimagining Lost Scenes: Street View Scene Reconstruction via Multi-View Hand-Drawn-Sketches","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001496426&partnerID=40&md5=a0f5bd1a6786fdb5a356b1911feea48e","","2024","2025-07-05 00:08:37","2025-07-05 19:36:12","","91-92","","","2","","","","","","","","","","","","","Scopus","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACADIA 2024: Designing Change - Proceedings Volume 1 for the 2024 Association for Computer Aided Design in Architecture Conference","","","","","","","","","","","","","","",""
"SXKRPU6N","conferencePaper","2024","Vashisht, S.; Sharma, B.","Revitalizing Cultural Heritage Through Augmented Reality: Lessons from the Ashoka Pillar","","","","10.1109/ICAICCIT64383.2024.10912142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001227391&doi=10.1109%2fICAICCIT64383.2024.10912142&partnerID=40&md5=60f0c03b8429168d0a38452f41c5e4b0","","2024","2025-07-05 00:08:37","2025-07-07 22:29:32","","348-352","","","","","","","","","","","","","","","","Scopus","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 2nd International Conference on Advances in Computation, Communication and Information Technology, ICAICCIT 2024","","","","","","","","","","","","","","",""
"VRZYBEL4","bookSection","2024","Su, Y.; Zhou, Z.; Zhao, L.; Wang, Y.","China’s exploration and experience in digital twinning of tangible cultural heritage","Intelligent Computing for Cultural Heritage: Global Achievements and China’s Innovations","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201881522&doi=10.4324%2f9781032707211-11&partnerID=40&md5=b942c898c7d2ed6ec7acafaff737733f","","2024","2025-07-05 00:08:37","2025-07-06 20:04:23","","176-202","","","","","","","","","","","","","","","","Scopus","","","","DOI: 10.4324/9781032707211-11","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZV4SKWVZ","conferencePaper","2025","Shao, S.","Cultural Heritage Protection and Application Development Based on Augmented Reality: Taking the Cultural Heritage of Primitive Villages in Changbai Mountain as an Example","","","","10.1145/3708036.3708067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218041640&doi=10.1145%2f3708036.3708067&partnerID=40&md5=a031c51b4507126189926d8e9be6e841","","2025","2025-07-05 00:08:37","2025-07-07 22:22:40","","179-183","","","","","","","","","","","","","","","","Scopus","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of 2024 5th International Conference on Computer Science and Management Technology, ICCSMT 2024","","","","","","","","","","","","","","",""
"BEIJBDCK","conferencePaper","2025","Su, Y.; Huang, T.","Research on the Learning Effect of Non-Heritage Culture Based on the Application of AR/VR Technology","","","","10.1007/978-3-031-94165-8_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008674832&doi=10.1007%2f978-3-031-94165-8_13&partnerID=40&md5=afb1682d6e39d655c3adb6f9ac544b5d","","2025","2025-07-05 00:08:37","2025-07-05 19:35:15","","114-125","","","2527 CCIS","","","","","","","","","","","","","Scopus","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Communications in Computer and Information Science","","","","","","","","","","","","","","",""
"R76JQSRE","journalArticle","2024","Jarrar, N.","Developing digital Islamic heritage sites in Jordan: The case of al-Mafraq","Digital Applications in Archaeology and Cultural Heritage","","","10.1016/j.daach.2024.e00316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185604335&doi=10.1016%2fj.daach.2024.e00316&partnerID=40&md5=081b268b1db350f7ff7975c63cf323b8","","2024","2025-07-05 00:08:37","2025-07-07 22:23:50","","","","","32","","","","","","","","","","","","","Scopus","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQLP9YJB","conferencePaper","2023","Wu, X.","Application of Virtual Reality Technology in the Digital Inheritance of Intangible Cultural Heritage","","","","10.1109/ICDCECE57866.2023.10151329","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164250877&doi=10.1109%2fICDCECE57866.2023.10151329&partnerID=40&md5=5ddc70cdcdce26e56a9ebbbb8563dcfa","","2023","2025-07-05 00:08:37","2025-07-07 22:19:07","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2nd IEEE International Conference on Distributed Computing and Electrical Circuits and Electronics, ICDCECE 2023","","","","","","","","","","","","","","",""
"99GQLCR7","conferencePaper","2023","Monteiro, C.; Rajasekar, I.; Bhargava, P.; Srivastava, A.","Safar: Heuristics for Augmented Reality Integration in Cultural Heritage","","","","10.1145/3626485.3626538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177686975&doi=10.1145%2f3626485.3626538&partnerID=40&md5=322181b93d4cdf3982077dee4c52b16e","","2023","2025-07-05 00:08:38","2025-07-07 22:29:50","","40-44","","","","","","","","","","","","","","","","Scopus","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ISS 2023 - Proceedings of the 2023 Conference on Interactive Surfaces and Spaces","","","","","","","","","","","","","","",""
"R43T4K5V","conferencePaper","2022","Amelio, A.; Zarri, G.P.","A knowledge representation framework for managing Leonardo Da Vinci’s Mona Lisa: case study of the hidden painting","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142503489&partnerID=40&md5=7c20109e63ba106fcba817197995c10f","","2022","2025-07-05 00:08:38","2025-07-05 01:26:18","","","","","3266","","","","","","","","","","","","","Scopus","","","","","","","","SEM TEXTO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CEUR Workshop Proceedings","","","","","","","","","","","","","","",""
"8MT8CEPH","conferencePaper","2024","Denker, A.","Intelligent Reality in the Field of Cultural Heritage","","","","10.1109/ICIR64558.2024.10976744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004794932&doi=10.1109%2fICIR64558.2024.10976744&partnerID=40&md5=c06968c9a6f1d58d2d7d76baf166f8cb","","2024","2025-07-05 00:08:38","2025-07-07 22:28:17","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3rd IEEE International Conference on Intelligent Reality, ICIR 2024","","","","","","","","","","","","","","",""
"BBRIPNSQ","conferencePaper","2023","Spierling, U.; Bitter, J.; Liu, Y.; Müller, T.","Chances and Limitations of Immersive Augmented Reality for Game-Based Learning in Museums","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178996762&partnerID=40&md5=dae144112ff4a28b24a8a839d44b497b","","2023","2025-07-05 00:08:38","2025-07-06 20:04:27","","643-650","","","2023-October","","","","","","","","","","","","","Scopus","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the European Conference on Games-based Learning","","","","","","","","","","","","","","",""
"TNWVUB67","conferencePaper","2023","","7th International Extended Reality Conference, XR 2022","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151093124&partnerID=40&md5=b94487dbd65d48de8204083d2c4cc492","","2023","2025-07-05 00:08:38","2025-07-05 01:18:44","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","SEM TEXTO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Springer Proceedings in Business and Economics","","","","","","","","","","","","","","",""
"2GEI2CFT","bookSection","2023","Basheer, S.; Farooq, S.; Hassan, V.; Malik, Y.M.; Reshi, M.A.","Augmented reality and virtual reality in cultural heritage tourism enhancing visitor experiences","Exploring Culture and Heritage Through Experience Tourism","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177610198&doi=10.4018%2f978-1-6684-9957-3.ch002&partnerID=40&md5=1d793eeb01257be8df0e2161170a11cc","","2023","2025-07-05 00:08:38","2025-07-07 22:19:36","","13-34","","","","","","","","","","","","","","","","Scopus","","","","DOI: 10.4018/978-1-6684-9957-3.ch002","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3PMPWJK","conferencePaper","2023","","Various Innovative Technological Experiences, VITE I","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191015996&partnerID=40&md5=f458db38ddd2a2e4335f5a214a2eb882","","2023","2025-07-05 00:08:38","2025-07-05 19:13:01","","","","","94","","","","","","","","","","","","","Scopus","","","","Issue: 1","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Memorie della Societa Astronomica Italiana - Journal of the Italian Astronomical Society","","","","","","","","","","","","","","",""
"G444EWMM","conferencePaper","2023","Li, X.-Z.; Kang, X.","Intangible Cultural Heritage Based Augmented Reality Mobile Learning: Application Development and Heuristics Evaluation","","","","10.1109/ECTIDAMTNCON57770.2023.10139422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163343473&doi=10.1109%2fECTIDAMTNCON57770.2023.10139422&partnerID=40&md5=76fbcd49348abd4fdccd87897d10677e","","2023","2025-07-05 00:08:38","2025-07-07 22:27:49","","26-30","","","","","","","","","","","","","","","","Scopus","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8th International Conference on Digital Arts, Media and Technology and 6th ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineering, ECTI DAMT and NCON 2023","","","","","","","","","","","","","","",""
"8K7SBCQX","bookSection","2023","Fanini, B.; Pagano, A.; Pietroni, E.; Ferdani, D.; Demetrescu, E.; Palombini, A.","Augmented Reality for Cultural Heritage","Springer Handbooks","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145848163&doi=10.1007%2f978-3-030-67822-7_16&partnerID=40&md5=ca0d9a9eb063c4f5b864417bc5eec2ab","","2023","2025-07-05 00:08:38","2025-07-07 22:20:12","","391-411","","","","","","","","","","","","","","","","Scopus","","","","DOI: 10.1007/978-3-030-67822-7_16","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YA6DSK4","journalArticle","2023","Kang, X.; Li, X.-Z.; Chen, C.-C.","An acceptance model of digital education in intangible cultural heritage based on cultural awareness","Digital Creativity","","","10.1080/14626268.2023.2280028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176277507&doi=10.1080%2f14626268.2023.2280028&partnerID=40&md5=691d0d7baaa64d49a833453980c6c079","","2023","2025-07-05 00:08:39","2025-07-05 01:35:54","","331-346","","4","34","","","","","","","","","","","","","Scopus","","","","","","","","SEM TEXTO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AN3RS4QG","conferencePaper","2023","Bruni, A.; Garzia, F.","The New Communication Network for an Internet of Things/Everything Based Security/Safety/General Management/Visitor's Services Integrated System of the Pompeii Archeological Park, Italy","","","","10.1109/ICCST59048.2023.10474233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189291534&doi=10.1109%2fICCST59048.2023.10474233&partnerID=40&md5=eb933d4ccc13d8dd20782953b988c6c3","","2023","2025-07-05 00:08:39","2025-07-07 22:31:32","","","","","","","","","","","","","","","","","","Scopus","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - International Carnahan Conference on Security Technology","","","","","","","","","","","","","","",""
