Study_ID,Título,Etapa,Critério aplicado,Decisão,Justificativa,Timestamp
VWVTDKRB,6G—Enabling the New Smart City: A Survey,,SEM APLICACAO,Excluído,,2025-07-05 01:18:26
Z4PP6LH6,Mapping Metaverse Research: Identifying Future Research Areas Based on Bibliometric and Topic Modeling Techniques,,IRRELEVANTE,Excluído,,2025-07-06 19:44:36
6LGCXU8S,Predictors for Distributed Ledger Technology Adoption: Integrating Three Traditional Adoption Theories for Manufacturing and Service Operations,,SEM APLICACAO,Excluído,,2025-07-05 19:37:58
J3ITFKZ7,Emerging Themes in Food Tourism: A systematic Literature Review and Research Agenda,,IRRELEVANTE,Excluído,,2025-07-06 19:57:32
WFPG2JYD,The 15-Minute City Concept: The Case Study Within a Neighbourhood of Thessaloniki,,SEM APLICACAO,Excluído,,2025-07-05 19:27:28
PK8A52J7,Space-Air-Ground Integrated 6G Wireless Communication Networks: A Review of Antenna Technologies and Application Scenarios,,SEM APLICACAO,Excluído,,2025-07-05 19:30:29
DLQWDK8D,Digital Ecosystem Model for GIAHS: The Barroso Agro-Sylvo-Pastoral System,,IRRELEVANTE,Excluído,,2025-07-06 19:59:48
YGGTCCHL,Accelerating the Change to Smart Societies- A Strategic Knowledge-Based Framework for Smart Energy Transition of Urban Communities,,IRRELEVANTE,Excluído,,2025-07-05 01:34:13
RZ4NI5G9,Analyzing the Critical Parameters for Implementing Sustainable AI Cloud System in an IT Industry Using AHP-ISM-MICMAC Integrated Hybrid McDm Model,,SEM APLICACAO,Excluído,,2025-07-05 19:00:00
4QHFKY2U,The Contribution of Digitalisation to Business Longevity From a Competitiveness Perspective,,IRRELEVANTE,Excluído,,2025-07-05 19:26:18
24MNRKVD,Existing Building Renovation: A Review of Barriers to Economic and Environmental Benefits,,SEM APLICACAO,Excluído,,2025-07-06 19:56:09
E5BH6G68,"IR Sensors, Related Materials, and Applications",,SEM APLICACAO,Excluído,,2025-07-06 19:45:58
UXYT9JF9,Corrosion Monitoring in Atmospheric Conditions: A Review,,IRRELEVANTE,Excluído,,2025-07-06 20:03:26
V68LXXCR,Scoping Challenges and Opportunities Presented by COVID-19 for the Development of Sustainable Short Food Supply Chains,,IRRELEVANTE,Excluído,,2025-07-05 19:33:45
G27AKREL,Toward 3D Property Valuation—A Review of Urban 3D Modelling Methods for Digital Twin Creation,,SEM APLICACAO,Excluído,,2025-07-05 19:20:34
ZA9LW47L,Effects of Environmental and Operational Conditions on Structural Health Monitoring and Non-Destructive Testing: A Systematic Review,,IRRELEVANTE,Excluído,,2025-07-06 19:57:44
2PSBYYIY,Innovating the Construction Life Cycle Through BIM/GIS Integration: A Review,,IRRELEVANTE,Excluído,,2025-07-06 19:49:24
3X8TC5HU,"Water Scarcity in Agriculture: An Overview of Causes, Impacts and Approaches for Reducing the Risks",,SEM APLICACAO,Excluído,,2025-07-05 19:06:02
2MG8S9HX,How Streamers Enhance Consumer Engagement and Brand Equity in Live Commerce,,IRRELEVANTE,Excluído,,2025-07-06 19:51:57
S52GW4TD,A Critique on Public–Private–People Partnerships: From a Definitional Inconsistency to the Partnering Dilemma in Today’s Housing Conjunction,,SEM APLICACAO,Excluído,,2025-07-06 20:12:18
TYADFRR2,The Implications of Industry 4.0 for the Tourism Sector: A Systematic Literature Review,,SEM APLICACAO,Excluído,,2025-07-05 19:24:27
BN6SRLS9,Digital Twin for Product Versus Project Lifecycles’ Development in Manufacturing and Construction Industries,,IRRELEVANTE,Excluído,,2025-07-06 19:58:50
W2MI8VDF,Systematic Literature Review of Open Infrastructure BIM,,IRRELEVANTE,Excluído,,2025-07-05 19:28:16
4ZNQMV5L,Application of Low-Cost Sensors for Building Monitoring: A Systematic Literature Review,,IRRELEVANTE,Excluído,,2025-07-06 20:09:07
DR9Y4J7M,Socially Responsible Life Cycle Assessment: Organizational Activity for the Greater Good,,IRRELEVANTE,Excluído,,2025-07-05 19:30:46
LH5H4NNC,Smart Tourism Destinations: A Systematic Review,,SEM APLICACAO,Excluído,,2025-07-10 20:38:30
YMT5MN52,Tailored Nano-Electronics and Photonics With Two-Dimensional Materials at Terahertz Frequencies,,IRRELEVANTE,Excluído,,2025-07-05 19:28:01
WUT92HX4,Tourist Recommender Systems Based on Emotion Recognition—A Scientometric Review,,SEM APLICACAO,Excluído,,2025-07-05 19:20:43
PPMVCDTE,Building Information Modelling Facility Management (BIM-FM),,IRRELEVANTE,Excluído,,2025-07-06 20:05:20
BYV5GFZF,"Bio-Inspired Computation for Big Data Fusion, Storage, Processing, Learning and Visualization: State of the Art and Future Directions",,IRRELEVANTE,Excluído,,2025-07-06 20:05:50
IKQQUKRE,Understanding Local Government Digital Technology Adoption Strategies: A PRISMA Review,,SEM APLICACAO,Excluído,,2025-07-05 19:17:37
DCVGUZJR,"Designing Accessible Tourism Experiences: Slow, Sensory and Smart Framework",,IRRELEVANTE,Excluído,,2025-07-06 20:00:45
SG86VFQ4,"Shaping the Metaverse Into Reality: A Holistic Multidisciplinary Understanding of Opportunities, Challenges, and Avenues for Future Investigation",,IRRELEVANTE,Excluído,,2025-07-05 19:33:25
USP6FMWD,A Taxonomy and Survey of Big Data in Social Media,,SEM APLICACAO,Excluído,,2025-07-05 01:33:23
YSDIMLI2,Damage Identification in Structural Health Monitoring: A Brief Review From Its Implementation to the Use of Data-Driven Applications,,IRRELEVANTE,Excluído,,2025-07-06 20:01:33
D4W6XK9R,Model-Based Design of Crop Diversification Through New Field Arrangements in Spatially Heterogeneous Landscapes. A Review,,SEM APLICACAO,Excluído,,2025-07-06 19:42:51
YPAHNFC4,Practical Implementation of Structural Health Monitoring in Multi-Story Buildings,,SEM APLICACAO,Excluído,,2025-07-05 19:38:11
3E93VIYU,Smart City Based on Open Data: A Survey,,SEM APLICACAO,Excluído,,2025-07-05 19:32:55
Q6STEB7L,Pyramidal Framework: Guidance for the Next Generation of GIS Spatial-Temporal Models,,SEM APLICACAO,Excluído,,2025-07-05 19:36:49
BLT6NWLT,The Role of Remote Sensing in Olive Growing Farm Management: A Research Outlook From 2000 to the Present in the Framework of Precision Agriculture Applications,,SEM APLICACAO,Excluído,,2025-07-05 19:21:51
RIB5KT88,تحديات تطبيقات الذكاء الاصطناعى فى الاعلام : مقاربه أخلاقية,,IDIOMA,Excluído,,2025-07-05 19:04:29
X76QDKEH,Discovering IoT Implications in Business and Management: A Computational Thematic Analysis,,SEM APLICACAO,Excluído,,2025-07-06 19:58:19
5W2PA3X2,Big Data and Its Applications in Smart Real Estate and the Disaster Management Life Cycle: A Systematic Analysis,,IRRELEVANTE,Excluído,,2025-07-06 20:06:02
5GRALWV4,Innovative Bionics Product Life-Cycle Management Methodology Framework With Built-in Reverse Biomimetics: From Inception to Clinical Validation,,IRRELEVANTE,Excluído,,2025-07-06 19:49:16
HLTJ9NUZ,"Media Trends and Prospects in Educational Activities and Techniques for Online Learning and Teaching Through Television Content: Technological and Digital Socio-Cultural Environment, Generations, and Audiovisual Media Communications in Education",,SEM APLICACAO,Excluído,,2025-07-06 19:44:03
IQ7WN7DD,Hospitality Graduates’ Career Intentions During COVID-19: Evidence From Malaysia,,IRRELEVANTE,Excluído,,2025-07-06 19:52:01
XTWX4276,Towards a Climate‐smart Cultural Heritage Management,,COM_PDF,Incluído,,2025-07-17 18:31:48
R9VZUE46,"Towards Developing the Smart Cultural Heritage Management of the French Colonial Villas in Hanoi, Vietnam",,COM_PDF,Incluído,,2025-07-17 18:31:48
N3KQRPH6,Human-Centred Machine Learning Approaches for Smart Cultural Heritage Spaces: A Multicontinental Review,,NO_PDF,Incluído,,2025-07-07 22:25:54
BKE3RVFQ,Smart Cultural Heritage : Strategi Wujudkan Kelestarian Budaya Di Era Smart City Terintegrasi Augemented Reality Melalui Platform Mojangki.id,,COM_PDF,Incluído,,2025-07-17 18:30:40
3URXSLZD,The Smart Evolution of Historical Cities: Integrated Innovative Solutions Supporting the Energy Transition While Respecting Cultural Heritage,,COM_PDF,Incluído,,2025-07-17 18:31:20
AUPLAHK9,"The Use of Low-Cost Unmanned Aerial Vehicles in the Process of Building Models for Cultural Tourism, 3D Web and Augmented/Mixed Reality Applications",,IRRELEVANTE,Excluído,,2025-07-05 19:21:08
TM52S58A,Smart Cultural Heritage : Strategi Wujudkan Cultural Capital Desa Tulusbesar Melalui Program Mojangki (Monggo Sanjang Mriki Space) Inovasi Desa Budaya Tulusbesar,,COM_PDF,Incluído,,2025-07-17 18:30:39
BJKHGTZR,Human-Centered Artificial Intelligence for Designing Accessible Cultural Heritage,,COM_PDF,Incluído,,2025-07-17 18:29:40
SGN5QMYD,Smart Heritage for Urban Sustainability: A Review of Current Definitions and Future Developments,,COM_PDF,Incluído,,2025-07-17 18:30:44
B8YZ9M5X,"Internet of Cultural Things: Current Research, Challenges and Opportunities",,COM_PDF,Incluído,,2025-07-17 18:30:14
C8KEZZ58,The PBC Model: Supporting Positive Behaviours in Smart Environments,,SEM APLICACAO,Excluído,,2025-07-05 19:22:36
MA78JHV2,Understanding Place Identity in Urban Scale Smart Heritage Using a Cross-Case Analysis Method,,NO_PDF,Incluído,,2025-07-07 22:32:50
PM7NLHH2,"Design, Content Validity, and Inter-Observer Reliability of the ‘Digitization of Cultural Heritage, Identities, and Education’ (DICHIE) Instrument",,COM_PDF,Incluído,,2025-07-17 18:29:06
2BA3V4XG,"Computational Model of Intersections Representation as Apparatus of Contents Multi-Scalar, Retrospective and Resilient for the Research of Connotations, Simulations and Sustainability in the Landscape Assets",,SEM APLICACAO,Excluído,,2025-07-06 20:03:57
